,created_at,full_text,likes_count,mentioning_users/0,mentioning_users/1,mentioning_users/2,mentioning_users/3,mentioning_users/4,mentioning_users/5,mentioning_users/6,mentioning_users/7,mentioning_users/8,mentioning_users/9,mentioning_users/10,mentioning_users/11,mentioning_users/12,mentioning_users/13,mentioning_users/14,mentioning_users/15,played_count,quotes_count,replies_count,replying_to/0,replying_to/1,replying_to/2,replying_to/3,replying_to/4,replying_to/5,replying_to/6,replying_to/7,replying_to/8,replying_to/9,replying_to/10,replying_to/11,replying_to/12,replying_to/13,replying_to/14,replying_to/15,replying_to/16,replying_to/17,replying_to/18,replying_to/19,replying_to/20,replying_to/21,replying_to/22,replying_to/23,replying_to/24,replying_to/25,replying_to/26,replying_to/27,replying_to/28,replying_to/29,replying_to/30,replying_to/31,replying_to/32,replying_to/33,replying_to/34,replying_to/35,replying_to/36,replying_to/37,replying_to/38,replying_to/39,replying_to/40,replying_to/41,replying_to/42,replying_to/43,replying_to/44,replying_to/45,replying_to/46,replying_to/47,retweeted_by,retweets_count,tweet_hashtags/0,tweet_hashtags/1,tweet_hashtags/2,tweet_hashtags/3,tweet_hashtags/4,tweet_hashtags/5,tweet_hashtags/6,tweet_hashtags/7,tweet_hashtags/8,tweet_hashtags/9,tweet_hashtags/10,tweet_hashtags/11,tweet_hashtags/12,tweet_hashtags/13,tweet_hashtags/14,tweet_hashtags/15,tweet_hashtags/16,tweet_hashtags/17,tweet_hashtags/18,tweet_hashtags/19,tweet_hashtags/20,tweet_hashtags/21,tweet_hashtags/22,tweet_hashtags/23,tweet_id,tweet_links/0,tweet_links/1,tweet_links/2,tweet_links/3,url,user_is_verified,user_name,language
356,Sun Dec 11 23:56:00 +00:00 2022,"1. Ohhh ouin ouin ouin ??"" 2. Les #mineurs cíest ‡ partir de quel ‚ge ?  3. #Gardasil Non ! Et plus #ARNm No ! Commencez dÈj‡ par faire un #enfant avant de vouloir tout rÈgenter dans les #familles díautrui et vous substituer aux #parents. ""Rahhhhhhh ! ??????",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#mineurs,#Gardasil,#ARNm,#enfant,#familles,#parents.,,,,,,,,,,,,,,,,,,,1602090035528011776,,,,,https://twitter.com/Liv93741514/status/1602090035528011776,true,e785b87d,fr
357,Fri Dec 09 17:00:00 +00:00 2022,???????? dÈj‡ le vaccin contre le papillomavirus couvre peu de souches et en plus il est pas safe #Gardasil #SEP #ARNm,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Gardasil,#SEP,#ARNm,,,,,,,,,,,,,,,,,,,,,,1601260507704348673,,,,,https://twitter.com/Liv93741514/status/1601260507704348673,true,e785b87d,fr
359,Fri Jan 06 00:18:00 +00:00 2023,"Did you know that memory impairment and involuntary movement have been observed after #HPVvaccine?""ncbi.nlm.nih.gov/pmc/articleÖ Want to learn more?piped.video/physiciansforinfÖ ""#1stDoNoHarm #Vaccines #InformedConsent #HPV #Gardasil #CervicalCancer #Science #Statistics",90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,33,#HPVvaccine?,#1stDoNoHarm,#Vaccines,#InformedConsent,#HPV,#Gardasil,#CervicalCancer,#Science,#Statistics,,,,,,,,,,,,,,,,1611155112965160961,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6850646,https://piped.video/physiciansforinformedconsent,,,https://twitter.com/picphysicians/status/1611155112965160961,true,3dbf9855,en
377,Fri Mar 03 23:59:00 +00:00 2023,"Vous n'avez rien compris ! Je ne suis pas """"""""antivax"""""""", mon avis ne dÈpend pas de ce que dit Macron, LibÈ ou mÍme Raoult mais des donnÈes."" ""Ce vaccin #Gardasil ne marche pas en vie rÈelle, c'est dommage, il Ètait prometteur, j'y avais cru",39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,3,d52fa009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,16,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1631806581800091651,,,,,https://twitter.com/VirusWar/status/1631806581800091651,true,c8f7c8bf,fr
380,Sat Feb 25 23:51:00 +00:00 2023,"#France #Paris #Jarnac #charente""Pour avoir de vrais conseils avisÈs sur le #Vaccin #HPV #Papillomavirus ce n'est absolument pas #Macron ni le sinistre de la santÈ qu'il faut Ècouter mais une spÈcialiste mondiale.Lien vers le documentaire #Gardasil -""odysee.com/@laileastick:4/20Ö",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,110,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,972,#France,#Paris,#Jarnac,#charente,#Vaccin,#HPV,#Papillomavirus,#Macron,#Gardasil,,,,,,,,,,,,,,,,1629630280834203648,https://odysee.com/@laileastick:4/2022-049-Medicaments-sous-influence:2,,,,https://twitter.com/aileastick1/status/1629630280834203648,true,27e2db75,fr
386,Wed Jan 18 08:46:00 +00:00 2023,"#Gardasil (vaccin†anti-HPV, papillomavirus) : 10 mensonges dans un seul article de l'AFP Factuel""Merci ‡ @france_soir de dÈbunker la propagande de #BigPharma !""francesoir.fr/opinions-tribuÖ",409,ed522992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,205,#Gardasil,#BigPharma,,,,,,,,,,,,,,,,,,,,,,,1615631733122125825,http://www.francesoir.fr/opinions-tribunes/gardasil-10-mensonges-dans-un-seul-article-d-afp-factuel,,,,https://twitter.com/philippeherlin/status/1615631733122125825,true,7926d0b2,fr
421,Fri Dec 09 00:18:00 +00:00 2022,"Did you know a healthy 17-year-old woman suddenly developed inflammation of the heart muscle & died within 2 weeks of receiving an #HPVvaccine?""amjmed.com/article/S0002-934Ö Sign up: physiciansforinformedconsentÖ ""#1stDoNoHarm #Vaccines #Vaccination #InformedConsent #HPV #Gardasil",46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,23,#HPVvaccine?,#1stDoNoHarm,#Vaccines,#Vaccination,#InformedConsent,#HPV,#Gardasil,,,,,,,,,,,,,,,,,,1601008251977584640,http://www.amjmed.com/article/S0002-9343(10)00922-8/fulltext,https://physiciansforinformedconsent.org/newsletter/,,,https://twitter.com/picphysicians/status/1601008251977584640,true,3dbf9855,en
431,Mon Jan 16 15:40:00 +00:00 2023,"#Gardasil 9 (#HPV Vaccine) Schedule, Side Effects, Warnings""drugs.com/gardasil.html ""Comprehensive reference.",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,ac526d25,ff7456fa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1615011167713517571,https://www.drugs.com/gardasil.html,,,,https://twitter.com/SKDitta/status/1615011167713517571,true,ac526d25,en
445,Thu Mar 09 00:47:00 +00:00 2023,"TAKE ACTION: Protect Our Children?? Demand adequate informed consent for #HPVvaccines"" ?? bit.ly/3ynDtnh Submit written/oral testimony on Friday 3/10 between 8am + 3pm ET. The hearing will be TUES, 3/10 @ 1pm in the House HGO Committee  ""#Maryland #Gardasil",101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,54,#HPVvaccines,#Maryland,#Gardasil,,,,,,,,,,,,,,,,,,,,,,1633630673138520066,https://bit.ly/3ynDtnh,,,,https://twitter.com/ChildrensHD/status/1633630673138520066,true,fd900b24,en
464,Wed Dec 21 19:49:00 +00:00 2022,"??#TribuneScientifique Que penser du #Gardasil vaccin contre le papillomavirus? Dr GÈrard DelÈpine prend le temps de vous rÈpondre. Et si vous preniez le temps de le lire?""""""""Ne vaccinez ni filles,ni garÁons:un vaccin dangereux et inefficace contre le cancer""""""""""""francesoir.fr/opinions-tribuÖ",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,41,106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1605651782335463429,https://www.francesoir.fr/opinions-tribunes/ne-vaccinez-ni-filles-ni-garcons-par-gardasil-un-vaccin-dangereux-et-inefficace,,,,https://twitter.com/CaudeHenrion/status/1605651782335463429,true,cf320380,fr
482,Wed Dec 21 19:39:00 +00:00 2022,"???? Il ont liquidÈ les vieux avec du Rivotril, ont donnÈ des millions díeffets secondaires avec líinjection Covid, et maintenant ils veulent baiser les jeunes avec le Gardasil! #Gardasil #vaccins @france_soir @louisfouch3 @LLP_Le_Vrai @Stuckelberger @akina_schira",21,ed522992,9770592c,8927b614,1faa106e,1f30867f,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,20,#Gardasil,#vaccins,,,,,,,,,,,,,,,,,,,,,,,1605649196782157824,,,,,https://twitter.com/FreedomRadioFR/status/1605649196782157824,true,a31dfa05,fr
486,Sat Mar 11 10:03:00 +00:00 2023,"#BrigitteMilhau ainsi que  #MartinBlachier complotistes venir au secours díEMacron prÙner le pseudo vaccin #GARDASIL et disent peu díeffets indÈsirables ? Ou sont les essaies cliniques , contenue des fioles ,#brevet , GARDASIL ‡ dÈj‡ tuer et blessÈs díinnombrables #victimes ?",73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,62,#BrigitteMilhau,#MartinBlachier,#GARDASIL,#victimes,,,,,,,,,,,,,,,,,,,,,1634495195428405248,,,,,https://twitter.com/Resistance_SM/status/1634495195428405248,true,abd0d0bf,fr
491,Wed Dec 21 18:37:00 +00:00 2022,"#France #Paris #Gardasil #HPV #Merck ""Pour avoir un avis sur la #Vaccination contre le cancer du col de l'utÈrus ce n'est pas ‡ #Macron qu'il faut Ècouter mais ‡ la spÈcialiste Diane Harper.""??Si #Macron l'oblige pour les enfants c'est tentative de meurtre avec prÈmÈditation??",249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,8,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,227,#France,#Paris,#Gardasil,#HPV,#Merck,#Vaccination,#Macron,#Macron,,,,,,,,,,,,,,,,,1605633590779314193,,,,,https://twitter.com/aileastick1/status/1605633590779314193,true,27e2db75,fr
504,Fri Dec 23 00:18:00 +00:00 2022,"Did you know that polysorbates in certain #vaccines and drugs can possibly be implicated in severe reactions?""ncbi.nlm.nih.gov/pmc/articleÖ Sign up: physiciansforinformedconsentÖ ""#1stDoNoHarm #Vaccination #InformedConsent #HPV #HPVvaccine #Gardasil #CervicalCancer #Science #Statistics",46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,26,#vaccines,#1stDoNoHarm,#Vaccination,#InformedConsent,#HPV,#HPVvaccine,#Gardasil,#CervicalCancer,#Science,#Statistics,,,,,,,,,,,,,,,1606081680468492289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3351639,https://physiciansforinformedconsent.org/newsletter/,,,https://twitter.com/picphysicians/status/1606081680468492289,true,3dbf9855,en
510,Wed Dec 21 11:41:00 +00:00 2022,"Ne vaccinez ni filles, ni garÁons par #Gardasil : un vaccin dangereux et inefficace contre le cancer #papillomavirus (Dr GÈrard DelÈpine, FranceSoir)""""francesoir.fr/opinions-tribuÖ",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,8,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,652,#Gardasil,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,1605528954718167040,https://www.francesoir.fr/opinions-tribunes/ne-vaccinez-ni-filles-ni-garcons-par-gardasil-un-vaccin-dangereux-et-inefficace,,,,https://twitter.com/philippeherlin/status/1605528954718167040,true,7926d0b2,fr
535,Tue Nov 29 16:39:00 +00:00 2022,"#CervicalCancers Caused by #HPV ... are Unfortunate"" precisionvaccinations.com/20Ö ""#vaccine #women #girls #gardasil #MUSCHollingsCancerCenter",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#CervicalCancers,#HPV,#vaccine,#women,#girls,#gardasil,#MUSCHollingsCancerCenter,,,,,,,,,,,,,,,,,,1597631440510136320,https://www.precisionvaccinations.com/2022/11/29/cervical-cancers-caused-hpv-are-unfortunate,,,,https://twitter.com/donaldhackett/status/1597631440510136320,true,c8066041,en
548,Sat Dec 03 08:29:00 +00:00 2022,"NEW STUDY: Girls and young women experiencing complications from Merck's #Gardasil #HPV vaccine show symptoms + biological markers of autoimmune conditions via The Journal of Autoimmunity!"" Samme vaccine er pÂ det danske b¯rnevaccinationsprogram !!! ""childrenshealthdefense.org/dÖ",10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,5,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1598957464900096000,https://childrenshealthdefense.org/defender/merck-gardasil-hpv-vaccine-autoimmunity/,,,,https://twitter.com/MMontclairre/status/1598957464900096000,true,1e948a22,en
572,Fri Nov 25 00:18:00 +00:00 2022,"Do you know anyone who experienced chronic pain, fatigue and dyscognition after HPV #vaccination?"" ncbi.nlm.nih.gov/pubmed/3265Ö Want to stay informed? physiciansforinformedconsentÖ ""#1stDoNoHarm #Vaccines #InformedConsent #HPV #HPVvaccine #Gardasil #CervicalCancer #Science #Statistics",15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6,#vaccination?,#1stDoNoHarm,#Vaccines,#InformedConsent,#HPV,#HPVvaccine,#Gardasil,#CervicalCancer,#Science,#Statistics,,,,,,,,,,,,,,,1595934821393797120,https://www.ncbi.nlm.nih.gov/pubmed/32659478,https://physiciansforinformedconsent.org/join/,,,https://twitter.com/picphysicians/status/1595934821393797120,true,3dbf9855,en
580,Wed Nov 23 16:48:00 +00:00 2022,"It only makes sense that all OBGYN's that push around smoke plume from vaporized HPV should be vaccinated.  It also makes sense that all OBGYN's that push vaccination should be vaporized.""""#medtwitter #gyntwitter #obgyntwitter #gynfluencer #hpv #Vaccination #Gardasil #Condyloma",115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,8,#medtwitter,#gyntwitter,#obgyntwitter,#gynfluencer,#hpv,#Vaccination,#Gardasil,#Condyloma,,,,,,,,,,,,,,,,,1595459406178942977,,,,,https://twitter.com/MarchandSurgery/status/1595459406178942977,true,bf3261ee,en
582,Mon Nov 21 11:35:00 +00:00 2022,"#France #Paris #Gardasil #HPV #Merck """"Pour avoir un avis sur le papillomavirus et la #Vaccination contre le cancer du col de l'utÈrus ce n'est pas ‡ @frcsBraun qu'il faut demander mais ‡ une spÈcialiste comme Diane Harper.",93,71fbbb5c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,87,#France,#Paris,#Gardasil,#HPV,#Merck,#Vaccination,,,,,,,,,,,,,,,,,,,1594655722461364224,,,,,https://twitter.com/aileastick1/status/1594655722461364224,true,27e2db75,fr
595,Tue Sep 20 12:15:00 +00:00 2022,News Alert: #Gardasil was a #vaccine promoted by Pharmaceutical #Merck for #young people to prevent against HPV #Litigation ensued as multiple #irreversible #injuries were reported. The injury cases are increasing as knowledge is shared ?@JCCFCanada? piped.video/OkWCf0xJW0c,0,a1a44e9e,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Gardasil,#vaccine,#Merck,#young,#Litigation,#irreversible,#injuries,,,,,,,,,,,,,,,,,,1572197814167539712,https://piped.video/OkWCf0xJW0c,,,,https://twitter.com/celiacrecovery/status/1572197814167539712,true,1080f0d1,en
599,Thu Sep 08 23:18:00 +00:00 2022,"Did you know that most pre-licensure trials for #HPVvaccine compared the vaccine with an active #vaccine rather than with an inert placebo? ""ncbi.nlm.nih.gov/pubmed/2820Ölink.springer.com/article/10Ö Join us:physiciansforinformedconsentÖ ""#InformedConsent #HPV #Gardasil #CervicalCancer",21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,4,#HPVvaccine,#vaccine,#InformedConsent,#HPV,#Gardasil,#CervicalCancer,,,,,,,,,,,,,,,,,,,1568015857334521856,https://www.ncbi.nlm.nih.gov/pubmed/28204892,https://link.springer.com/article/10.1007%2Fs10067-017-3575-z,https://physiciansforinformedconsent.org/join/,,https://twitter.com/picphysicians/status/1568015857334521856,true,3dbf9855,en
611,Sun Sep 04 10:10:00 +00:00 2022,"????Tout a ÈtÈ dit. ""#medias #France#Mckinsey #Mckinseygate #Macron #Veran #occitanie #Toulouse #Montpellier #Herault #Beziers #Gard #nimes #perpignan #COVID #Ukraine #BillGatesBioTerrorist  #Gardasil #HPV #papillomavirusMÈdicaments sous influence??????""odysee.com/@laileastick:4/20Ö",15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,9,#medias,#France,#Mckinsey,#Mckinseygate,#Macron,#Veran,#occitanie,#Toulouse,#Montpellier,#Herault,#Beziers,#Gard,#nimes,#perpignan,#COVID,#Ukraine,#BillGatesBioTerrorist,#Gardasil,#HPV,#papillomavirus,,,,,1566368218012389377,https://odysee.com/@laileastick:4/2022-049-Medicaments-sous-influence:2,,,,https://twitter.com/aileastick1/status/1566368218012389377,true,27e2db75,en
